,title,reviewer,overall,story,acting,music,rewatch
8604,Blood: The Last Vampire,Ramsha ,1.0,1.5,3.5,5.0,1.0
8605,Blood,Ramsha ,9.5,10.0,9.5,8.0,10.0
8606,Behind Your Smile,Ramsha ,9.0,10.0,10.0,9.5,6.5
8607,Because of You,Ramsha ,9.5,9.5,10.0,5.5,10.0
8608,Bad Guys,Ramsha ,10.0,10.0,10.0,7.0,10.0
8609,Another Miss Oh,Ramsha ,9.5,9.0,10.0,10.0,8.0
8610,Kurosaki-kun no Iinari ni Nante Naranai,Ramsha ,2.5,3.0,2.0,6.0,1.0
8611,I Hear Your Voice,Ramsha ,9.0,8.5,9.5,7.0,9.5
8612,U-Prince:  The Handsome Cowboy,Ramsha ,9.0,10.0,10.0,7.0,10.0
8613,Man to Man,Ramsha ,10.0,10.0,10.0,10.0,10.0
8614,Bad Guys,Ramsha ,10.0,10.0,10.0,7.0,10.0
8615,Another Miss Oh,Ramsha ,9.5,9.0,10.0,10.0,8.0
8616,Kurosaki-kun no Iinari ni Nante Naranai,Ramsha ,2.5,3.0,2.0,6.0,1.0
8617,I Hear Your Voice,Ramsha ,9.0,8.5,9.5,7.0,9.5
8618,U-Prince:  The Handsome Cowboy,Ramsha ,9.0,10.0,10.0,7.0,10.0
8619,Man to Man,Ramsha ,10.0,10.0,10.0,10.0,10.0
8620,Because of You,eoniii,9.0,8.5,10.0,9.0,7.0
8621,Strong Woman Do Bong Soon,eoniii,8.0,6.5,9.0,9.5,7.0
8622,Strong Woman Do Bong Soon,serendipity1-1,10.0,10.0,10.0,10.0,10.0
8623,Strong Woman Do Bong Soon,sang le,8.0,6.0,7.5,6.5,6.0
8624,My Paparotti,jin,10.0,9.0,10.0,10.0,10.0
8625,Moon Lovers: Scarlet Heart Ryeo,jin,9.0,9.0,8.5,9.5,9.5
8626,My Mister,jin,10.0,10.0,10.0,10.0,10.0
8627,Strong Woman Do Bong Soon,jin,10.0,10.0,10.0,10.0,10.0
8628,Where Your Eyes Linger,jin,10.0,10.0,10.0,7.0,10.0
8629,Method,KimWanHee,9.5,9.5,10.0,9.0,9.0
8630,HIStory2: Right or Wrong,KimWanHee,9.5,10.0,9.0,9.5,10.0
8631,ReminderS,KimWanHee,10.0,8.0,9.5,9.5,9.5
8632,TharnType Special: Our Final Love,KimWanHee,10.0,10.0,9.0,10.0,10.0
